year,country,session,happiness_average,happiness_standard_deviation
2020,AFG,75,5.432658753709199,1.1259109198813058
2020,AGO,75,5.418632958801498,1.1310449438202248
2020,ALB,75,5.537095926412614,1.1440758869908016
2020,AND,75,5.436846052051169,1.1343796647551831
2020,ARE,75,5.440422018348624,1.1405149235474006
2020,ARG,75,5.41683765841883,1.1424433916716958
2020,ARM,75,5.424037066881547,1.1399331990330377
2020,ATG,75,5.347927496580027,1.1501705198358414
2020,AUS,75,5.519648414985591,1.136717521613833
2020,AUT,75,5.359172881355932,1.1497277288135592
2020,AZE,75,5.297983555207518,1.1431178543461238
2020,BDI,75,5.445592105263157,1.138234928229665
2020,BEL,75,5.406355976829911,1.1369437072143231
2020,BEN,75,5.451887445887446,1.1314569696969696
2020,BFA,75,5.420192926045016,1.1456812861736334
2020,BGD,75,5.513992953611275,1.147497592483852
2020,BGR,75,5.418413361169103,1.1320302018093251
2020,BHR,75,5.569500978473582,1.112846575342466
2020,BHS,75,5.459339366515837,1.1443123076923076
2020,BIH,75,5.428083447959652,1.1333488766620814
2020,BLR,75,5.373872157344807,1.1390306084818684
2020,BLZ,75,5.411557729941292,1.1329991389432483
2020,BOL,75,5.406682170542636,1.1172641860465116
2020,BRA,75,5.460054878048781,1.1582883536585369
2020,BRB,75,5.430982478097621,1.1418920525657072
2020,BTN,75,5.52322662601626,1.1464970020325205
2020,BWA,75,5.426510101010101,1.145237525252525
2020,CAF,75,5.505688291139241,1.1499236550632912
2020,CAN,75,5.3894889937106925,1.1340228773584906
2020,CHE,75,5.4277078891258,1.1288199360341151
2020,CHL,75,5.492791878172589,1.1536872733865118
2020,CHN,75,5.503050030138637,1.162184629294756
2020,CIV,75,5.4671981320880585,1.1523641761174117
2020,CMR,75,5.455960679177837,1.133424218051832
2020,COD,75,5.404448082319925,1.1317065014031804
2020,COG,75,5.417782738095238,1.1470571428571428
2020,COL,75,5.429688109161794,1.1272408057179988
2020,COM,75,5.459166163141994,1.1375381268882174
2020,CPV,75,5.452805944055944,1.128040646853147
2020,CRI,75,5.399437712069802,1.1410488124091132
2020,CUB,75,5.333494031221304,1.1296436179981637
2020,CYP,75,5.386906443071492,1.102945145631068
2020,CZE,75,5.445582306830908,1.1425411534154537
2020,DEU,75,5.3505221615057685,1.1170964784456587
2020,DJI,75,5.38794927536232,1.1480728985507247
2020,DMA,75,5.472259970457903,1.141620014771049
2020,DNK,75,5.520687732342008,1.160810408921933
2020,DOM,75,5.458087330873309,1.132179827798278
2020,DZA,75,5.46988309352518,1.1267186151079136
2020,ECU,75,5.419357142857143,1.1502954464285713
2020,EGY,75,5.418308823529412,1.1145107620320855
2020,ERI,75,5.335571428571429,1.1192719047619049
2020,ESP,75,5.409495333563775,1.1374893536121673
2020,EST,75,5.4283192261185,1.1692604594921403
2020,ETH,75,5.4791911764705885,1.140465651260504
2020,EU,75,5.5071668667467,1.1346469987995198
2020,FIN,75,5.438461538461539,1.1564750952018277
2020,FJI,75,5.4786588720770295,1.1656018569463549
2020,FRA,75,5.43224657960199,1.1223731343283585
2020,FSM,75,5.563313896987366,1.1479122448979593
2020,GAB,75,5.463145161290322,1.1318526881720432
2020,GBR,75,5.378730748805099,1.1318445565586828
2020,GEO,75,5.455370799536501,1.1369213789107764
2020,GHA,75,5.400154639175257,1.12914911634757
2020,GIN,75,5.488584070796461,1.1272084702907712
2020,GMB,75,5.51419329696025,1.1543179267342167
2020,GNB,75,5.521501154734412,1.1389937644341803
2020,GNQ,75,5.40625468164794,1.1386749063670412
2020,GRC,75,5.4625391180654335,1.1422526315789474
2020,GRD,75,5.479617672047579,1.1522167374681394
2020,GTM,75,5.458379290939787,1.1497909960607766
2020,GUY,75,5.497635887360838,1.1487223968565814
2020,HND,75,5.4339473684210535,1.1401806659505906
2020,HRV,75,5.437410579345088,1.1304954659949622
2020,HTI,75,5.477465968586388,1.1526947643979055
2020,HUN,75,5.418702791461412,1.1423311986863711
2020,IDN,75,5.509951865222624,1.1536044524669076
2020,IND,75,5.502547297297297,1.1664305405405404
2020,IRL,75,5.399633447880871,1.156642439862543
2020,IRN,75,5.345003773584906,1.1453554716981131
2020,IRQ,75,5.298055720213396,1.1393113811499704
2020,ISL,75,5.481386138613861,1.1527256718528995
2020,ISR,75,5.305740740740741,1.1407622222222222
2020,ITA,75,5.48067706013363,1.1465319376391985
2020,JAM,75,5.50843648208469,1.1486350977198696
2020,JOR,75,5.526263237518911,1.1516671709531012
2020,JPN,75,5.436416726748377,1.1481807498197547
2020,KAZ,75,5.45651376146789,1.156885124508519
2020,KEN,75,5.491133300049925,1.1350736894658011
2020,KGZ,75,5.5005,1.1420416666666666
2020,KHM,75,5.375186781609195,1.140137787356322
2020,KIR,75,5.5169159420289855,1.1417482898550724
2020,KNA,75,5.515624227441285,1.151335784919654
2020,KOR,75,5.502573325954621,1.1575761483121196
2020,KWT,75,5.401671626984127,1.1246206845238096
2020,LAO,75,5.503442822384428,1.1415798661800487
2020,LBN,75,5.391295407813571,1.1411076079506512
2020,LBR,75,5.450419407894737,1.1334794407894735
2020,LBY,75,5.389819349658772,1.1314667201926938
2020,LCA,75,5.452965931863728,1.1476481462925854
2020,LIE,75,5.411144545943041,1.136003546480387
2020,LKA,75,5.434245487364621,1.1443700361010831
2020,LSO,75,5.439443186962427,1.1291827523766411
2020,LTU,75,5.407064393939394,1.1775479166666667
2020,LUX,75,5.411675126903553,1.123461836640517
2020,LVA,75,5.504626129827446,1.163226047658176
2020,MAR,75,5.388941120607788,1.1288547483380815
2020,MCO,75,5.394109297374024,1.1226307310149042
2020,MDA,75,5.480027637033625,1.1367981114693688
2020,MDG,75,5.5132917214191846,1.1273971090670172
2020,MDV,75,5.474140409065783,1.1645130458817026
2020,MEX,75,5.451973791973792,1.1421954135954138
2020,MHL,75,5.459397427217333,1.1744228165199728
2020,MKD,75,5.466359189378057,1.1413608665269044
2020,MLT,75,5.431080565101183,1.1382411607483771
2020,MMR,75,5.367372982665868,1.155089001793186
2020,MNE,75,5.526967551622418,1.1176391150442475
2020,MNG,75,5.438235294117647,1.1492064856711917
2020,MOZ,75,5.5326025641025645,1.1173226923076924
2020,MRT,75,5.462789115646259,1.1451537414965989
2020,MUS,75,5.385417789757413,1.1174867924528302
2020,MWI,75,5.5040723270440255,1.1447426886792451
2020,MYS,75,5.392356776897997,1.135053376804844
2020,NAM,75,5.506457286432161,1.1475103852596311
2020,NER,75,5.438110098176718,1.1408058204768583
2020,NGA,75,5.490827873734366,1.1435794520547944
2020,NIC,75,5.4684176182708,1.1260682707993477
2020,NLD,75,5.4268504901960775,1.1524335784313726
2020,NOR,75,5.514465648854963,1.1703881679389312
2020,NPL,75,5.487772045028143,1.1518342870544092
2020,NRU,75,5.475625294950449,1.1432945729117507
2020,NZL,75,5.512961832061069,1.1444499236641223
2020,OMN,75,5.572203219315896,1.127862273641851
2020,PAK,75,5.339891961970614,1.1697117113223856
2020,PAN,75,5.45294964028777,1.1504755395683457
2020,PER,75,5.43021052631579,1.1485995394736843
2020,PHL,75,5.376762711864406,1.1434902824858757
2020,PLW,75,5.492997971602434,1.1461372819472615
2020,PNG,75,5.51482186432406,1.1489780868716446
2020,POL,75,5.397323804829965,1.128129078363726
2020,PRK,75,5.413899745114699,1.1361558198810535
2020,PRT,75,5.462651779483601,1.126874528960223
2020,PRY,75,5.482298221614228,1.1435313269493843
2020,PSE,75,5.492948846539619,1.1431722166499498
2020,QAT,75,5.418548931383577,1.1049295838020248
2020,ROU,75,5.575279429250893,1.144185731272295
2020,RUS,75,5.440696564885497,1.130006393129771
2020,RWA,75,5.498800738007381,1.1573946494464944
2020,SAU,75,5.382869449966866,1.131940954274354
2020,SDN,75,5.450898004434591,1.1180168514412416
2020,SEN,75,5.4633982114676485,1.141915360336665
2020,SGP,75,5.492828116419549,1.1482234486545853
2020,SLB,75,5.492151717557252,1.1697499045801527
2020,SLE,75,5.49656929347826,1.142185801630435
2020,SLV,75,5.505629595588236,1.1304063419117647
2020,SMR,75,5.455483304042179,1.1346916813122436
2020,SOM,75,5.522650701899257,1.1544990916597853
2020,SRB,75,5.489944444444445,1.1190870512820512
2020,STP,75,5.446267409470752,1.1359571959145778
2020,SUR,75,5.52240671641791,1.1480643656716418
2020,SVK,75,5.432635746606334,1.1363306561085973
2020,SVN,75,5.565622119815669,1.1600117050691243
2020,SWE,75,5.513664179104477,1.1727403731343282
2020,SWZ,75,5.489984787018256,1.1401219066937125
2020,SYC,75,5.4500157232704405,1.1432675314465408
2020,SYR,75,5.300146561443066,1.1339745772266066
2020,TCD,75,5.373816753926701,1.128295235602094
2020,TGO,75,5.4376997041420125,1.137407766272189
2020,THA,75,5.557965887555275,1.1520230574857864
2020,TJK,75,5.455375123395854,1.1211931885488646
2020,TKM,75,5.494818599897803,1.1299582524271845
2020,TLS,75,5.462343129467832,1.1439079428117551
2020,TON,75,5.450732054015636,1.1347496090973703
2020,TTO,75,5.498836291913214,1.1379107001972388
2020,TUN,75,5.5208157099697885,1.1215697885196374
2020,TUR,75,5.392854518736223,1.1393313005143275
2020,TUV,75,5.502354388843314,1.1503924528301883
2020,TZA,75,5.511564584596725,1.1393173438447544
2020,UGA,75,5.455640668523677,1.131221123491179
2020,UKR,75,5.349689768976898,1.116340726072607
2020,URY,75,5.478743909041689,1.1288334596643204
2020,USA,75,5.485858468677495,1.1852881670533644
2020,UZB,75,5.501148648648648,1.1389397297297297
2020,VAT,75,5.394007815892315,1.137989014329136
2020,VCT,75,5.421637591446258,1.1378935284186833
2020,VEN,75,5.422448505947201,1.1363319698288368
2020,VNM,75,5.547556756756756,1.138060108108108
2020,VUT,75,5.528099847172695,1.152209424350484
2020,WSM,75,5.461549560853199,1.134649435382685
2020,YEM,75,5.423162544169611,1.1123975265017667
2020,ZAF,75,5.442809160305344,1.1372058015267177
2020,ZMB,75,5.502368421052632,1.131400701754386
2020,ZWE,75,5.518262910798122,1.1500281690140848
2021,AGO,76,5.392113502935421,1.1172603718199607
2021,ALB,76,5.436967849223947,1.1303878603104214
2021,AND,76,5.4653857421875,1.127806787109375
2021,ARE,76,5.496502890173411,1.131867803468208
2021,ARG,76,5.37673849737915,1.1354958648806055
2021,ARM,76,5.333280562884784,1.1048277044854882
2021,ATG,76,5.337550321199144,1.1501084368308352
2021,AUS,76,5.583923913043478,1.153565
2021,AUT,76,5.424952864394489,1.1572849166062364
2021,AZE,76,5.346387399463807,1.1289305294906165
2021,BDI,76,5.454243856332703,1.133100992438563
2021,BEL,76,5.401016166281755,1.155266339491917
2021,BEN,76,5.536440860215055,1.1574564516129031
2021,BFA,76,5.433385909568875,1.1381982649842273
2021,BGD,76,5.476712666338098,1.151582848693938
2021,BGR,76,5.430831074977417,1.1471686540198736
2021,BHR,76,5.502616520535303,1.1290805260729118
2021,BHS,76,5.441067415730337,1.1395551264044943
2021,BIH,76,5.421667260420377,1.1295407552547203
2021,BLR,76,5.319190981432361,1.129878647214854
2021,BLZ,76,5.4081105990783405,1.1409184331797233
2021,BOL,76,5.43830016583748,1.1407425787728025
2021,BRA,76,5.508428571428572,1.170733233082707
2021,BRB,76,5.39687120291616,1.1382559538274606
2021,BRN,76,5.523258096172718,1.1247660451422965
2021,BTN,76,5.52989577905159,1.1484282959874936
2021,BWA,76,5.496967063129002,1.1295182982616652
2021,CAF,76,5.47863255033557,1.1442640100671142
2021,CAN,76,5.454681194511704,1.1438150928167878
2021,CHE,76,5.5489201451905625,1.1618499092558985
2021,CHL,76,5.418300153139357,1.137203790199081
2021,CHN,76,5.59283033033033,1.1634472222222223
2021,CIV,76,5.44869262295082,1.1215152049180328
2021,CMR,76,5.509493813273341,1.1399094488188977
2021,COD,76,5.36689338731444,1.1378270175438596
2021,COG,76,5.4249215832710975,1.1350386109036594
2021,COL,76,5.458008658008658,1.1375447186147187
2021,COM,76,5.4936394302848575,1.1259857946026983
2021,CPV,76,5.4938972667295,1.1273858152686145
2021,CRI,76,5.439621710526315,1.1355938048245613
2021,CUB,76,5.380579787234042,1.1333376063829783
2021,CYP,76,5.369491677912731,1.1033631129104815
2021,CZE,76,5.450296191819464,1.1650964033850495
2021,DEU,76,5.476988847583643,1.149519543281997
2021,DJI,76,5.477539094650207,1.1435350617283953
2021,DMA,76,5.48322033898305,1.1467668886198548
2021,DNK,76,5.531325136612022,1.162673224043716
2021,DOM,76,5.385995686556434,1.1301150251617542
2021,DZA,76,5.44027929901424,1.124141730558598
2021,ECU,76,5.484030226700251,1.1426020151133502
2021,EGY,76,5.459141104294479,1.1390366257668711
2021,ERI,76,5.385537848605578,1.117025498007968
2021,ESP,76,5.467243107769424,1.1371373990531886
2021,EST,76,5.477343392775491,1.141718792866941
2021,ETH,76,5.438771159874609,1.1413414420062695
2021,EU,76,5.48200539083558,1.1469730458221024
2021,FIN,76,5.480342972427708,1.1532954942837927
2021,FJI,76,5.429609629147691,1.1498206896551726
2021,FRA,76,5.435487867836861,1.1469146102219927
2021,FSM,76,5.573458646616541,1.148931746031746
2021,GAB,76,5.492019922523521,1.144952573325955
2021,GBR,76,5.478593514328808,1.1396657239819006
2021,GEO,76,5.5671875,1.1496231991525423
2021,GHA,76,5.454172701949862,1.1436054596100278
2021,GIN,76,5.438158096699922,1.127398925556408
2021,GMB,76,5.48303952991453,1.140640918803419
2021,GNB,76,5.559904306220096,1.1364287081339717
2021,GNQ,76,5.425508333333334,1.1230056666666668
2021,GRC,76,5.451322360953462,1.1424350737797957
2021,GRD,76,5.451863777089783,1.1226631578947368
2021,GTM,76,5.4216869565217385,1.1320159130434782
2021,GUY,76,5.402204061416542,1.139892917285785
2021,HND,76,5.36516295025729,1.1374815437392796
2021,HRV,76,5.41776731301939,1.142656398891967
2021,HTI,76,5.440883838383839,1.1516406565656567
2021,HUN,76,5.396068376068376,1.1385078754578757
2021,IDN,76,5.484906367041198,1.1775331460674157
2021,IND,76,5.523399857448325,1.1653978617248757
2021,IRL,76,5.47477323753929,1.14359317467445
2021,IRN,76,5.343083003952568,1.1328835686053078
2021,IRQ,76,5.312889006903877,1.1282108337758896
2021,ISL,76,5.499072847682119,1.1446008830022076
2021,ISR,76,5.344397321428571,1.1503094196428572
2021,ITA,76,5.435157462345961,1.14391821086262
2021,JAM,76,5.471736526946108,1.1463375914836993
2021,JOR,76,5.446930693069307,1.1824008663366337
2021,JPN,76,5.562475355969331,1.1490254107338445
2021,KAZ,76,5.475783633841886,1.1620966019417476
2021,KEN,76,5.502877247849883,1.1518709929632525
2021,KGZ,76,5.505186781609195,1.1309737068965515
2021,KHM,76,5.487394859813084,1.1321130841121496
2021,KIR,76,5.62767369242779,1.1492865729898518
2021,KNA,76,5.4570122887864825,1.1259440860215053
2021,KOR,76,5.562297441364606,1.1467775053304905
2021,KWT,76,5.377078514911747,1.123445465611686
2021,LAO,76,5.487277486910995,1.1372530104712042
2021,LBN,76,5.317224755700326,1.1256065798045602
2021,LBR,76,5.511894197952218,1.1200055176336747
2021,LBY,76,5.427593818984548,1.1276568064753496
2021,LCA,76,5.458204211362733,1.1511341676599127
2021,LIE,76,5.451233333333334,1.1392978666666669
2021,LKA,76,5.473471283783784,1.1392063344594594
2021,LSO,76,5.423651603498542,1.1304010932944606
2021,LTU,76,5.448173207036536,1.1522987821380244
2021,LUX,76,5.449725420726307,1.1418281369943903
2021,LVA,76,5.533303934871099,1.1657541383989145
2021,MAR,76,5.480244195356285,1.1293752602081666
2021,MCO,76,5.491231117824773,1.1561132175226585
2021,MDA,76,5.528545176110261,1.1585205972434915
2021,MDG,76,5.456723460026213,1.1337502621231978
2021,MDV,76,5.455340035481963,1.1412995860437611
2021,MEX,76,5.463322303110523,1.1381195234943746
2021,MHL,76,5.473923976608187,1.1763646783625732
2021,MKD,76,5.505508528111181,1.1436670246367655
2021,MLI,76,5.352987431517886,1.1099208185626812
2021,MLT,76,5.432410828025479,1.128071305732484
2021,MNE,76,5.504598698481562,1.116272776572668
2021,MNG,76,5.48054134223211,1.1340829810901
2021,MOZ,76,5.458659392049883,1.118761886204209
2021,MRT,76,5.4020699708454805,1.1191441690962098
2021,MUS,76,5.447004519044545,1.1363107811491284
2021,MWI,76,5.425462382445141,1.1276025862068966
2021,MYS,76,5.423410404624278,1.1423480250481697
2021,NAM,76,5.473115879828327,1.147354763948498
2021,NER,76,5.39553180914513,1.11529796222664
2021,NGA,76,5.420909090909091,1.1379137608966376
2021,NIC,76,5.4789944392956444,1.1380700648748845
2021,NLD,76,5.411747047244095,1.153908907480315
2021,NOR,76,5.509060402684564,1.1641434750186428
2021,NPL,76,5.5067466027178265,1.1300107114308553
2021,NRU,76,5.52225449515906,1.140870723835869
2021,NZL,76,5.493055801594331,1.1371383082373785
2021,OMN,76,5.553260233918129,1.122357821637427
2021,PAK,76,5.242308755760368,1.1555811059907837
2021,PAN,76,5.481333333333334,1.1362870707070707
2021,PER,76,5.473020833333334,1.132520588235294
2021,PHL,76,5.383581395348837,1.1498663565891474
2021,PLW,76,5.506833922261484,1.1336506713780918
2021,PNG,76,5.567842146189736,1.1475803460342149
2021,POL,76,5.429436968838527,1.1408377478753542
2021,PRK,76,5.369780353874313,1.1494332824893227
2021,PRT,76,5.4700129870129865,1.132955844155844
2021,PRY,76,5.496252796420581,1.1386704697986578
2021,PSE,76,5.412409460458241,1.130327937915743
2021,QAT,76,5.360050581689428,1.1231561456752654
2021,ROU,76,5.485729847494553,1.1379030501089324
2021,RUS,76,5.41270134228188,1.1250397651006712
2021,RWA,76,5.428172839506172,1.132499012345679
2021,SAU,76,5.448746327130264,1.1240845249755145
2021,SDN,76,5.482734806629834,1.1400900000000005
2021,SEN,76,5.470993243243243,1.1381814864864863
2021,SGP,76,5.5424009750152345,1.155112309567337
2021,SLB,76,5.5108854781582055,1.16841857536403
2021,SLE,76,5.550583190394512,1.1569552887364207
2021,SLV,76,5.450917573872473,1.114064541213064
2021,SMR,76,5.4543329253365975,1.1439210526315788
2021,SOM,76,5.533504273504273,1.146082051282051
2021,SRB,76,5.437160493827161,1.1351662372517444
2021,SSD,76,5.510870288248337,1.1273573725055432
2021,STP,76,5.458664850136239,1.1337619891008175
2021,SUR,76,5.51844385499558,1.1473047745358091
2021,SVK,76,5.432369942196532,1.1632453179190752
2021,SVN,76,5.536517775752051,1.1664929808568825
2021,SWE,76,5.52273187183811,1.173050168634064
2021,SWZ,76,5.461024390243902,1.118907317073171
2021,SYC,76,5.443503902862098,1.1312980052038162
2021,SYR,76,5.269559529001309,1.1323827736589622
2021,TCD,76,5.365368314833502,1.124827346115035
2021,TGO,76,5.465610663360199,1.151991940483571
2021,THA,76,5.524270582571016,1.1443190178141551
2021,TJK,76,5.389451249387554,1.118338020578148
2021,TKM,76,5.520611510791366,1.1300789928057553
2021,TLS,76,5.492901665771091,1.128723965609887
2021,TON,76,5.4908081471747705,1.1318281865965834
2021,TTO,76,5.441389484978541,1.1401954935622318
2021,TUN,76,5.5287212863705975,1.1299283307810106
2021,TUR,76,5.452819412347309,1.1412653681082865
2021,TUV,76,5.496175243393602,1.152592280945758
2021,TZA,76,5.431384615384616,1.119102783882784
2021,UGA,76,5.446903594771241,1.1302655228758172
2021,UKR,76,5.388961507618284,1.1327927425821973
2021,URY,76,5.44407022106632,1.115784265279584
2021,USA,76,5.510368144252442,1.153098597545705
2021,UZB,76,5.559176161262052,1.1313878177037686
2021,VAT,76,5.390662759242561,1.1525679891794411
2021,VCT,76,5.389525525525525,1.1198454054054054
2021,VEN,76,5.488646313364056,1.1396416474654378
2021,VNM,76,5.541795023696683,1.1362651658767773
2021,VUT,76,5.529497178040021,1.151172498717291
2021,WSM,76,5.4598556797020485,1.1462069366852885
2021,YEM,76,5.390631578947368,1.1257947368421053
2021,ZAF,76,5.4799424736337485,1.1446342281879196
2021,ZMB,76,5.501790823877651,1.1469425259003454
2021,ZWE,76,5.51785980611484,1.160628038777032
2022,AGO,77,5.442957610789981,1.1290050096339113
2022,ALB,77,5.337427606177607,1.1294508204633205
2022,AND,77,5.49374897456932,1.1370192370795735
2022,ARE,77,5.454198659354052,1.1326901889092018
2022,ARG,77,5.446554894537588,1.1422876149269876
2022,ARM,77,5.307059838895282,1.1091200230149596
2022,ATG,77,5.318726067746686,1.1407018409425629
2022,AUS,77,5.4989503280224925,1.1542502343017806
2022,AUT,77,5.324922349763673,1.1496006752194463
2022,AZE,77,5.431114850652083,1.1218032393773665
2022,BDI,77,5.513932419196866,1.150358521057787
2022,BEL,77,5.36392156862745,1.1657121356650768
2022,BEN,77,5.488029480217223,1.116402715283165
2022,BFA,77,5.437147766323024,1.123960235640648
2022,BGD,77,5.491006928406467,1.1645552886836028
2022,BGR,77,5.4567676003028005,1.1304574564723695
2022,BHR,77,5.509647887323943,1.136823541247485
2022,BHS,77,5.406338888888889,1.1458846666666669
2022,BIH,77,5.374755713159969,1.1241002758077223
2022,BLR,77,5.343386868209731,1.1338450637694852
2022,BLZ,77,5.335634171907756,1.1468197589098532
2022,BOL,77,5.370708534621579,1.139587922705314
2022,BRA,77,5.453939393939394,1.1412379679144389
2022,BRB,77,5.37943342776204,1.1298647308781868
2022,BRN,77,5.461322482197355,1.1139738555442524
2022,BTN,77,5.517318705838601,1.1294843436221644
2022,BWA,77,5.518367262152056,1.12843967594516
2022,CAF,77,5.51007299270073,1.1406618815896188
2022,CAN,77,5.436819980217607,1.1596696834817013
2022,CHE,77,5.518438576349024,1.1315987370838116
2022,CHL,77,5.445543237250555,1.1366571175166298
2022,CHN,77,5.51809963099631,1.1579550184501846
2022,CIV,77,5.406741379310344,1.146930948275862
2022,CMR,77,5.377121369294606,1.1093184128630706
2022,COD,77,5.384924568965517,1.1249022898706895
2022,COG,77,5.36801775147929,1.138014349112426
2022,COL,77,5.264884860362567,1.149551984321411
2022,COM,77,5.4388297872340425,1.1324214893617022
2022,CPV,77,5.478873121869784,1.1046107679465778
2022,CRI,77,5.423640378548897,1.1383352050473186
2022,CUB,77,5.346016796640673,1.1493635872825434
2022,CYP,77,5.342108716026242,1.0975535145267103
2022,CZE,77,5.317100737100736,1.1603683046683049
2022,DEU,77,5.428625812441968,1.1387306406685238
2022,DJI,77,5.441221001221002,1.134301037851038
2022,DMA,77,5.403122326775021,1.1347720273738238
2022,DNK,77,5.442104945717732,1.1365286489746684
2022,DOM,77,5.307296248382924,1.136782018111255
2022,DZA,77,5.429832361516035,1.1132409620991257
2022,ECU,77,5.403444786625605,1.1355736911570613
2022,EGY,77,5.433391883706844,1.1301674742580254
2022,ERI,77,5.371186943620178,1.112390356083086
2022,ESP,77,5.452369587453119,1.132181316058643
2022,EST,77,5.285784215784216,1.1537159340659342
2022,ETH,77,5.473397129186602,1.1523511961722488
2022,EU,77,5.356747095621091,1.1258428954423592
2022,FIN,77,5.356529126213593,1.1517341423948215
2022,FJI,77,5.494041878172589,1.160840228426396
2022,FRA,77,5.384521183981427,1.1336733604178757
2022,FSM,77,5.479719848053182,1.133722222222222
2022,GAB,77,5.430336983993261,1.151293091828138
2022,GBR,77,5.533329334133173,1.1441575884823036
2022,GEO,77,5.565066445182724,1.1416172203765227
2022,GHA,77,5.397878598247811,1.15678535669587
2022,GIN,77,5.423873873873874,1.127288416988417
2022,GMB,77,5.514561781609195,1.156630172413793
2022,GNB,77,5.453657407407408,1.1399158950617283
2022,GNQ,77,5.414121900826446,1.119035227272727
2022,GRC,77,5.4074709742554266,1.1409394245330642
2022,GRD,77,5.442209753992231,1.1389736728528268
2022,GTM,77,5.387671691792296,1.1333146147403683
2022,GUY,77,5.496110363391656,1.1322986541049798
2022,HND,77,5.356276686592656,1.1455490179333905
2022,HRV,77,5.455544318857823,1.141497977394408
2022,HTI,77,5.3780921798262185,1.1408154892330942
2022,HUN,77,5.332052173913043,1.145251043478261
2022,IDN,77,5.447073921971253,1.1350214579055444
2022,IND,77,5.500087542087543,1.1411814814814816
2022,IRL,77,5.40877971473851,1.1398031695721076
2022,IRN,77,5.347330701488004,1.140895627087762
2022,IRQ,77,5.405670103092784,1.1413060137457045
2022,ISL,77,5.34871851524525,1.1288117543084402
2022,ISR,77,5.332426813746287,1.157697114976665
2022,ITA,77,5.402561041779707,1.1401061313076506
2022,JAM,77,5.419651226158038,1.153240926430518
2022,JOR,77,5.488660098522168,1.1677011822660095
2022,JPN,77,5.434068604097189,1.1447055740828966
2022,KAZ,77,5.500404564315352,1.1488517634854771
2022,KEN,77,5.473594080338267,1.1421252189670794
2022,KGZ,77,5.471235662148071,1.1278505213764338
2022,KHM,77,5.48392213410238,1.145085075702956
2022,KIR,77,5.491657458563536,1.130000690607735
2022,KNA,77,5.487906162464986,1.1331621148459383
